,동,22시승차총승객수,22시하차총승객수,23시승차총승객수,23시하차총승객수
5052,['남가좌1동'],364,235,197,150
5053,"['103동', ' 홍은동']",1,21,0,1
5054,[' 홍제3동'],150,267,101,149
5055,[' 신촌동'],1065,297,493,105
5056,[' 소공동'],60,32,0,0
5057,[' 신촌동'],6904,1512,4074,663
5058,[' 천연동'],9,93,17,78
5059,[' 남가좌1동'],16,171,5,140
5060,[' 신촌동'],677,253,477,147
5061,[' 남가좌동'],44,677,7,509
5062,[' 홍은동'],37,121,18,50
5063,[' 연희동'],168,614,142,404
5064,[' 남가좌동'],93,494,49,299
5065,[' 홍은2동'],109,13,38,5
5066,[' 홍은동'],109,13,38,5
5067,[' 홍은동'],109,13,38,5
5068,[' 홍제3동'],1,135,1,72
5069,[' 연희동'],837,1584,452,1152
5070,[' 연희동'],837,1584,452,1152
5071,[' 천연동'],87,152,46,58
5072,[' 천연동'],87,152,46,58
5073,[' 연희동'],283,794,139,647
5074,[' 천연동'],23,344,8,187
5075,[' 천연동'],23,344,8,187
5076,[' 충현동'],433,222,0,0
5077,[' 천연동'],42,613,10,436
5078,[' 홍제3동'],0,2,0,3
5079,[' 연희동'],4,48,1,7
5080,[' 북아현동'],2326,516,882,136
5081,[' 아현동'],2326,516,882,136
5082,[' 아현동'],2326,516,882,136
5083,[' 연희동'],7,113,2,16
5084,[' 신촌동'],59,282,27,138
5085,[' 연희동'],1,72,0,18
5086,[' 천연동'],66,8,20,1
5087,[' 북아현동'],59,222,0,0
5088,[' 홍은동'],1,239,0,188
5089,[' 천연동'],21,7,23,4
5090,[' 천연동'],47,10,31,3
5091,[' 북아현동'],10,1248,1,122
5092,[' 홍제3동'],7599,976,4458,263
5093,[' 홍제2동'],8,1,3,0
5094,[' 홍제2동'],65,30,29,17
5095,[' 홍제2동'],65,30,29,17
5096,[' 홍제1동'],3874,225,250,2
5097,[' 홍제1동'],681,140,487,44
5098,"['103동', ' 홍제2동']",8,78,6,65
5099,"['103동', ' 홍제2동']",8,78,6,65
5100,[' 신촌동'],272,508,20,140
5101,[' 대흥동'],272,508,20,140
5102,[' 대흥동'],272,508,20,140
5103,[' 홍제2동'],1,85,0,53
5104,['홍제3동'],27,17,0,1
5105,[' 연희동'],8,5,0,0
5106,[' 연희동'],0,97,0,9
5107,[' 홍제3동'],13,5,2,1
5108,[' 남가좌동'],62,24,60,18
5109,[' 천연동'],45,197,19,116
5110,[' 천연동'],45,197,19,116
5111,"['1동', ' 홍은동']",32,611,0,80
5112,[' 홍은1동'],24,14,0,0
5113,[' 홍은동'],28,42,10,19
5114,[' 연희동'],0,34,1,6
5115,[' 신촌동'],399,181,158,117
5116,[' 북가좌2동'],2,156,1,116
5117,[' 북가좌2동'],4,261,2,160
5118,[' 북가좌2동'],2,339,2,345
5119,[' 남가좌2동'],2,260,1,211
5120,[' 남가좌2동'],1,3,1,7
5121,[' 홍은동'],145,9,45,13
5122,[' 남가좌2동'],23,8,14,7
5123,[' 남가좌2동'],52,49,11,22
5124,[' 북가좌2동'],10,14,8,5
5125,[' 북가좌동'],1,1,0,1
5126,[' 북가좌동'],2,5,4,4
5127,[' 북가좌2동'],32,36,25,8
5128,[' 남가좌2동'],5,36,4,22
5129,[' 북가좌동'],1,65,2,27
5130,[' 홍은2동'],1,192,1,148
5131,[' 도화동'],8071,7208,4505,4060
5132,[' 도화동'],8071,7208,4505,4060
5133,[' 도화동'],8071,7208,4505,4060
5134,[' 공덕동'],5074,3737,2975,1926
5135,[' 아현동'],5074,3737,2975,1926
5136,[' 공덕동'],5074,3737,2975,1926
5137,[' 공덕동'],1737,2066,838,1118
5138,[' 아현동'],1737,2066,838,1118
5139,[' 아현동'],1737,2066,838,1118
5140,[' 아현동'],1947,2592,948,1426
5141,[' 아현동'],1947,2592,948,1426
5142,[' 아현동'],1947,2592,948,1426
5143,[' 공덕동'],960,2316,625,1268
5144,[' 아현동'],960,2316,625,1268
5145,[' 아현동'],960,2316,625,1268
5146,[' 합정동'],22479,9306,15077,5233
5147,[' 합정동'],22479,9306,15077,5233
5148,[' 합정동'],22479,9306,15077,5233
5149,[' 합정동'],22479,9306,15077,5233
5150,[' 서교동'],22479,9306,15077,5233
5151,[' 서교동'],22479,9306,15077,5233
5152,[' 신길6동'],22479,9306,15077,5233
5153,[' 서교동'],22479,9306,15077,5233
5154,[' 서교동'],8253,3174,5996,2179
5155,[' 서교동'],8253,3174,5996,2179
5156,[' 서교동'],46290,11197,30728,6022
5157,[' 서교동'],46290,11197,30728,6022
5158,[' 서교동'],46290,11197,30728,6022
5159,[' 서교동'],46290,11197,30728,6022
5160,[' 서교동'],46290,11197,30728,6022
5161,[' 서교동'],46290,11197,30728,6022
5162,[' 서교동'],46290,11197,30728,6022
5163,[' 서교동'],164,3234,129,1858
5164,[' 서교동'],164,3234,129,1858
5165,[' 합정동'],19,1884,22,1112
5166,[' 서교동'],19,1884,22,1112
5167,[' 북아현동'],178,872,122,523
5168,['성산2동'],552,2185,320,1447
5169,[' 성산2동'],783,607,360,279
5170,[' 성산2동'],1422,368,413,167
5171,[' 성산2동'],1548,1354,522,664
5172,[' 성산2동'],1873,671,709,323
5173,[' 성산2동'],1873,671,709,323
5174,[' 상암동'],171,245,64,271
5175,[' 상암동'],171,245,64,271
5176,[' 상암동'],70,286,25,264
5177,[' 상암동'],70,286,25,264
5178,[' 상암동'],1066,2247,401,1703
5179,[' 상암동'],1066,2247,401,1703
5180,[' 상암동'],1066,2247,401,1703
5181,[' 상암동'],1066,2247,401,1703
5182,[' 상암동'],79,386,50,185
5183,[' 상암동'],982,770,397,504
5184,[' 상암동'],982,770,397,504
5185,[' 합정동'],836,389,697,192
5186,[' 합정동'],836,389,697,192
5187,[' 서강동'],1056,868,793,573
5188,[' 서강동'],1056,868,793,573
5189,[' 서강동'],1056,868,793,573
5190,[' 서강동'],1056,868,793,573
5191,[' 서강동'],78,214,40,116
5192,[' 서강동'],78,214,40,116
5193,[' 서강동'],78,214,40,116
5194,[' 서강동'],78,214,40,116
5195,[' 서강동'],126,561,87,329
5196,[' 서강동'],126,561,87,329
5197,[' 신수동'],126,561,87,329
5198,[' 신수동'],119,210,46,132
5199,[' 신수동'],119,210,46,132
5200,[' 신수동'],119,210,46,132
5201,[' 상암동'],0,0,0,0
5202,[' 상암동'],0,0,0,0
5203,[' 상암동'],0,0,0,0
5204,[' 도화동'],2824,478,1693,227
5205,[' 도화동'],2824,478,1693,227
5206,[' 도화동'],2824,478,1693,227
5207,[' 도화동'],2824,478,1693,227
5208,['상암동'],0,0,0,0
5209,[' 상암동'],0,0,0,0
5210,[' 상암동'],17,62,0,41
5211,[' 상암동'],17,62,0,41
5212,[' 상암동'],17,62,0,41
5213,[' 성산2동'],1072,324,446,124
5214,[' 성산2동'],1072,324,446,124
5215,[' 상암동'],1072,324,446,124
5216,[' 성산2동'],1072,324,446,124
5217,[' 성산2동'],0,0,0,0
5218,[' 공덕동'],505,1267,401,710
5219,[' 공덕동'],4224,1424,2888,648
5220,[' 공덕동'],4224,1424,2888,648
5221,[' 공덕동'],316,1388,204,756
5222,[' 공덕동'],316,1388,204,756
5223,[' 공덕동'],1050,3674,607,2429
5224,[' 공덕동'],1050,3674,607,2429
5225,[' 공덕동'],1050,3674,607,2429
5226,[' 상암동'],0,0,0,0
5227,[' 공덕동'],1578,1800,734,1055
5228,[' 공덕동'],1578,1800,734,1055
5229,[' 공덕동'],48,577,35,386
5230,[' 도화동'],677,842,361,468
5231,[' 도화동'],88,727,31,389
5232,[' 도화동'],88,727,31,389
5233,[' 성산2동'],529,1908,184,1241
5234,[' 성산2동'],529,1908,184,1241
5235,[' 성산2동'],529,1908,184,1241
5236,[' 성산2동'],529,1908,184,1241
5237,[' 성산2동'],1146,4325,440,2720
5238,[' 성산2동'],1146,4325,440,2720
5239,[' 성산2동'],1146,4325,440,2720
5240,[' 성산2동'],1142,2156,465,1283
5241,[' 성산2동'],1142,2156,465,1283
5242,[' 성산2동'],654,1010,231,622
5243,[' 성산2동'],654,1010,231,622
5244,[' 상암동'],1561,1508,726,913
5245,[' 상암동'],1561,1508,726,913
5246,[' 상암동'],3192,1663,1881,1062
5247,[' 상암동'],3192,1663,1881,1062
5248,[' 대흥동'],4856,2709,2308,1616
5249,[' 대흥동'],4856,2709,2308,1616
5250,[' 대흥동'],4856,2709,2308,1616
5251,[' 대흥동'],4856,2709,2308,1616
5252,[' 대흥동'],1336,1026,723,587
5253,[' 대흥동'],1336,1026,723,587
5254,[' 대흥동'],2091,1685,871,954
5255,[' 대흥동'],2091,1685,871,954
5256,[' 대흥동'],2972,1974,1200,1118
5257,[' 대흥동'],2972,1974,1200,1118
5258,[' 대흥동'],2972,1974,1200,1118
5259,[' 염리동'],1309,677,365,416
5260,[' 대흥동'],1309,677,365,416
5261,[' 염리동'],2363,1822,829,969
5262,[' 염리동'],2363,1822,829,969
5263,[' 아현동'],283,58,201,26
5264,[' 서교동'],355,168,122,73
5265,[' 서교동'],4020,894,3065,560
5266,[' 서교동'],4020,894,3065,560
5267,[' 서교동'],4020,894,3065,560
5268,[' 서교동'],4020,894,3065,560
5269,[' 서교동'],4020,894,3065,560
5270,[' 서교동'],4020,894,3065,560
5271,[' 성산2동'],24,370,2,327
5272,[' 성산1동'],1694,3789,794,2515
5273,[' 성산1동'],1694,3789,794,2515
5274,[' 성산1동'],1694,3789,794,2515
5275,[' 성산1동'],1694,3789,794,2515
5276,[' 성산1동'],600,1339,284,929
5277,[' 성산1동'],600,1339,284,929
5278,[' 성산1동'],600,1339,284,929
5279,[' 성산1동'],709,791,234,481
5280,[' 성산1동'],709,791,234,481
5281,[' 성산1동'],709,791,234,481
5282,[' 성산1동'],709,791,234,481
5283,[' 서교동'],830,569,352,390
5284,[' 서교동'],830,569,352,390
5285,[' 성산2동'],2618,2315,1294,1255
5286,[' 성산2동'],2618,2315,1294,1255
5287,[' 성산1동'],602,1078,201,647
5288,[' 성산1동'],602,1078,201,647
5289,[' 서강동'],1846,2809,987,1336
5290,[' 서강동'],1846,2809,987,1336
5291,[' 신수동'],1846,2809,987,1336
5292,[' 신수동'],1846,2809,987,1336
5293,[' 서강동'],539,879,201,434
5294,[' 서강동'],539,879,201,434
5295,[' 서강동'],539,879,201,434
5296,[' 대흥동'],1118,894,643,535
5297,[' 대흥동'],1118,894,643,535
5298,[' 대흥동'],1118,894,643,535
5299,[' 대흥동'],283,949,128,619
5300,[' 대흥동'],283,949,128,619
5301,[' 대흥동'],307,674,204,490
5302,[' 대흥동'],52,245,44,157
5303,[' 아현동'],106,187,28,67
5304,[' 합정동'],29,468,17,240
5305,[' 합정동'],3171,423,2108,301
5306,"['연남동', ' 연남동']",2946,1284,1129,666
5307,[' 서교동'],10840,3429,4835,1661
5308,[' 서교동'],10840,3429,4835,1661
5309,[' 서교동'],10840,3429,4835,1661
5310,[' 서교동'],10840,3429,4835,1661
5311,[' 대흥동'],10840,3429,4835,1661
5312,[' 서교동'],10840,3429,4835,1661
5313,[' 서강동'],843,540,669,475
5314,[' 서강동'],843,540,669,475
5315,[' 서교동'],1508,777,867,515
5316,[' 서교동'],1508,777,867,515
5317,[' 서교동'],1046,821,422,523
5318,[' 서교동'],1046,821,422,523
5319,[' 신수동'],138,220,80,148
5320,[' 신수동'],138,220,80,148
5321,[' 신수동'],104,171,55,102
5322,[' 신수동'],240,554,97,399
5323,[' 신수동'],240,554,97,399
5324,[' 신수동'],240,554,97,399
5325,[' 용강동'],455,526,270,349
5326,[' 용강동'],455,526,270,349
5327,[' 용강동'],455,526,270,349
5328,[' 용강동'],157,50,135,56
5329,[' 합정동'],1712,464,947,266
5330,[' 합정동'],504,866,294,444
5331,[' 합정동'],431,594,366,328
5332,[' 합정동'],431,594,366,328
5333,[' 서교동'],894,923,542,567
5334,[' 서교동'],894,923,542,567
5335,[' 성산1동'],1303,1584,863,988
5336,[' 성산1동'],1303,1584,863,988
5337,[' 성산1동'],560,1124,371,686
5338,[' 성산1동'],560,1124,371,686
5339,[' 성산1동'],643,1210,380,657
5340,[' 성산1동'],643,1210,380,657
5341,[' 서교동'],643,1210,380,657
5342,[' 성산1동'],643,1210,380,657
5343,[' 합정동'],379,1297,193,917
5344,[' 합정동'],379,1297,193,917
5345,[' 망원2동'],74,264,44,205
5346,[' 망원2동'],74,264,44,205
5347,[' 망원2동'],109,252,69,161
5348,[' 망원2동'],109,252,69,161
5349,[' 망원2동'],128,179,80,122
5350,[' 망원2동'],128,179,80,122
5351,[' 망원1동'],249,42,123,23
5352,[' 망원1동'],236,349,101,209
5353,[' 서교동'],236,349,101,209
5354,[' 서교동'],236,349,101,209
5355,[' 망원1동'],377,608,182,569
5356,[' 망원1동'],377,608,182,569
5357,[' 망원1동'],412,477,178,430
5358,[' 망원1동'],412,477,178,430
5359,[' 망원2동'],549,1473,308,1113
5360,[' 망원2동'],549,1473,308,1113
5361,[' 망원2동'],549,1473,308,1113
5362,[' 망원2동'],549,1473,308,1113
5363,[' 망원2동'],549,1473,308,1113
5364,[' 망원2동'],549,1473,308,1113
5365,[' 상암동'],844,2437,413,1542
5366,[' 상암동'],844,2437,413,1542
5367,[' 상암동'],844,2437,413,1542
5368,[' 성산2동'],1650,979,351,597
5369,[' 상암동'],1650,979,351,597
5370,[' 상암동'],1650,979,351,597
5371,[' 서교동'],1696,866,459,610
5372,[' 서교동'],1696,866,459,610
5373,[' 서교동'],2049,573,1298,287
5374,[' 서교동'],2049,573,1298,287
5375,[' 상암동'],6289,1843,3436,1357
5376,[' 상암동'],6289,1843,3436,1357
5377,[' 상암동'],1311,1177,609,907
5378,[' 상암동'],1796,352,533,238
5379,[' 상암동'],104,149,60,110
5380,[' 상암동'],681,686,241,307
5381,[' 상암동'],681,686,241,307
5382,[' 상암동'],681,686,241,307
5383,[' 상암동'],47,280,26,194
5384,[' 대흥동'],513,455,182,327
5385,"['407동', ' 상암동']",549,226,103,84
5386,[' 상암동'],549,226,103,84
5387,[' 상암동'],2649,715,1693,329
5388,[' 상암동'],1113,1141,605,814
5389,[' 서강동'],46,71,17,48
5390,[' 서강동'],46,71,17,48
5391,[' 서강동'],83,99,39,56
5392,[' 서강동'],83,99,39,56
5393,[' 서강동'],30,44,25,35
5394,[' 서강동'],30,44,25,35
5395,[' 서교동'],434,216,257,138
5396,[' 서교동'],434,216,257,138
5397,[' 서교동'],434,216,257,138
5398,[' 도화동'],56,177,32,103
5399,[' 상암동'],241,31,36,11
5400,[' 상암동'],241,31,36,11
5401,"['916동', ' 상암동']",714,954,415,586
5402,[' 상암동'],714,954,415,586
5403,[' 효창동'],37,636,24,302
5404,[' 상암동'],31,1426,33,933
5405,"['상가동', ' 상암동']",7,1073,6,734
5406,[' 상암동'],157,19,41,3
5407,['성산2동'],161,294,114,166
5408,[' 성산2동'],69,122,19,40
5409,[' 성산2동'],76,331,23,148
5410,[' 성산2동'],76,331,23,148
5411,[' 성산2동'],151,825,72,441
5412,[' 성산2동'],151,825,72,441
5413,[' 성산2동'],228,633,95,423
5414,[' 성산2동'],228,633,95,423
5415,[' 성산2동'],44,261,19,172
5416,[' 성산2동'],44,261,19,172
5417,[' 상암동'],385,360,155,235
5418,[' 상암동'],385,360,155,235
5419,[' 상암동'],1918,1004,918,320
5420,[' 상암동'],1918,1004,918,320
5421,[' 상암동'],82,52,32,21
5422,[' 상암동'],734,353,218,218
5423,[' 상암동'],734,353,218,218
5424,[' 상암동'],734,353,218,218
5425,[' 망원2동'],68,144,18,94
5426,[' 망원2동'],68,144,18,94
5427,"['상가동', ' 상암동']",300,1277,79,639
5428,"['807동', ' 상암동']",300,1277,79,639
5429,[' 서강동'],0,23,0,16
5430,[' 망원2동'],1956,783,687,463
5431,[' 망원1동'],1956,783,687,463
5432,[' 망원1동'],1956,783,687,463
5433,[' 합정동'],53,15,15,4
5434,[' 도화동'],922,157,672,62
5435,[' 도화동'],922,157,672,62
5436,[' 도화동'],24,213,6,150
5437,[' 도화동'],24,213,6,150
5438,[' 망원2동'],25,248,15,131
5439,[' 망원2동'],25,248,15,131
5440,[' 서강동'],5,59,1,48
5441,[' 서강동'],5,59,1,48
5442,[' 서강동'],7,201,2,107
5443,[' 시흥1동'],7,201,2,107
5444,[' 서강동'],7,201,2,107
5445,[' 신수동'],65,48,21,29
5446,[' 망원1동'],760,3,314,1
5447,[' 합정동'],5,75,2,38
5448,[' 합정동'],5,75,2,38
5449,"['106동', ' 연남동']",1,37,0,13
5450,[' 도화동'],544,72,309,80
5451,[' 도화동'],544,72,309,80
5452,[' 도화동'],15,260,15,167
5453,[' 도화동'],15,260,15,167
5454,[' 망원2동'],31,242,17,174
5455,[' 망원2동'],31,242,17,174
5456,"['106동', ' 서강동']",3,44,0,17
5457,"['106동', ' 서강동']",3,44,0,17
5458,[' 서강동'],0,8,0,7
5459,[' 시흥1동'],0,8,0,7
5460,[' 신수동'],21,45,16,24
5461,[' 대흥동'],336,4,159,4
5462,[' 상암동'],9,5,5,1
5463,[' 합정동'],28,0,9,0
5464,[' 연남동'],1,63,0,20
5465,[' 공덕동'],4,363,5,143
5466,[' 공덕동'],12,369,8,229
5467,[' 도화동'],12,369,8,229
5468,[' 망원2동'],55,289,35,209
5469,[' 망원2동'],55,289,35,209
5470,[' 서강동'],0,47,0,11
5471,"['104동', ' 서강동']",0,47,0,11
5472,[' 서강동'],3,23,0,8
5473,[' 시흥1동'],3,23,0,8
5474,[' 신수동'],59,38,12,29
5475,[' 합정동'],10,24,7,17
5476,[' 합정동'],10,24,7,17
5477,[' 서교동'],51,338,21,198
5478,[' 연남동'],346,458,175,340
5479,"['103동', ' 연남동']",346,458,175,340
5480,"['103동', ' 연남동']",346,458,175,340
5481,[' 공덕동'],18,570,5,303
5482,[' 아현동'],88,26,44,11
5483,[' 도화동'],222,72,87,26
5484,[' 도화동'],222,72,87,26
5485,[' 서강동'],8,14,3,2
5486,[' 서강동'],8,14,3,2
5487,[' 서강동'],0,3,0,0
5488,[' 시흥1동'],0,3,0,0
5489,[' 신수동'],38,194,12,96
5490,[' 신수동'],38,194,12,96
5491,[' 성산2동'],151,34,45,4
5492,[' 합정동'],16,35,5,18
5493,[' 합정동'],16,35,5,18
5494,[' 성산1동'],110,577,79,383
5495,[' 연남동'],41,99,6,41
5496,[' 도화동'],1062,61,743,37
5497,[' 도화동'],1062,61,743,37
5498,[' 망원1동'],3,882,3,587
5499,[' 서강동'],88,240,61,169
5500,[' 서교동'],6,5,0,0
5501,[' 신수동'],54,176,48,142
5502,[' 신수동'],54,176,48,142
5503,[' 신수동'],216,449,72,260
5504,[' 신수동'],216,449,72,260
5505,[' 망원2동'],282,540,100,368
5506,[' 망원2동'],282,540,100,368
5507,[' 성산2동'],381,304,134,104
5508,[' 성산2동'],381,304,134,104
5509,[' 서강동'],8,0,16,0
5510,[' 연남동'],34,578,32,386
5511,[' 연남동'],12,66,2,31
5512,[' 도화동'],30,99,11,39
5513,[' 도화동'],30,99,11,39
5514,[' 염리동'],132,182,50,115
5515,[' 망원2동'],213,66,54,34
5516,[' 서강동'],27,3,12,4
5517,[' 연남동'],238,287,81,272
5518,[' 연남동'],238,287,81,272
5519,[' 연남동'],50,97,10,54
5520,[' 도화동'],17,174,8,100
5521,[' 도화동'],17,174,8,100
5522,[' 신수동'],137,894,58,436
5523,[' 신수동'],137,894,58,436
5524,[' 염리동'],19,337,4,168
5525,[' 연남동'],5,37,4,49
5526,[' 개봉2동'],5,37,4,49
5527,[' 공덕동'],6,82,3,64
5528,[' 망원1동'],176,521,80,349
5529,[' 망원1동'],176,521,80,349
5530,[' 대흥동'],110,200,24,90
5531,[' 대흥동'],110,200,24,90
5532,[' 신수동'],285,817,108,543
5533,[' 신수동'],285,817,108,543
5534,[' 염리동'],14,571,7,275
5535,[' 서교동'],2065,1580,1336,826
5536,[' 서교동'],2065,1580,1336,826
5537,[' 서강동'],94,2,61,3
5538,"['102동', ' 연남동']",57,184,15,144
5539,[' 연남동'],57,184,15,144
5540,[' 연남동'],17,49,4,32
5541,[' 공덕동'],19,303,13,222
5542,"['410동', ' 상암동']",0,142,0,36
5543,[' 상암동'],1,91,0,32
5544,[' 상암동'],1,91,0,32
5545,[' 상암동'],0,10,1,6
5546,[' 상암동'],67,20,12,8
5547,[' 도화동'],67,20,12,8
5548,"['102동', ' 상암동']",0,14,0,7
5549,"['103동', ' 상암동']",10,0,0,0
5550,[' 도화동'],29,1137,7,830
5551,[' 상암동'],17,25,0,11
5552,[' 상암동'],17,25,0,11
5553,"['605동', ' 상암동']",0,0,0,0
5554,[' 상암동'],30,311,9,159
5555,[' 상암동'],30,311,9,159
5556,[' 도화동'],21,1,0,1
5557,[' 망원2동'],24,1,4,0
5558,"['602동', ' 상암동']",2,0,0,0
5559,[' 망원1동'],223,756,152,515
5560,[' 망원1동'],223,756,152,515
5561,[' 대흥동'],56,214,15,71
5562,[' 대흥동'],56,214,15,71
5563,[' 염리동'],47,854,14,432
5564,"['쌍마빌라 나동', ' 연남동']",163,303,47,216
5565,"['쌍마빌라 나동', ' 연남동']",163,303,47,216
5566,[' 연남동'],1,9,1,10
5567,[' 공덕동'],10,206,6,111
5568,[' 도화동'],16,1512,4,881
5569,[' 북아현동'],15,15,0,0
5570,[' 합정동'],274,593,146,351
5571,[' 망원1동'],274,593,146,351
5572,[' 성산1동'],422,653,261,381
5573,[' 성산1동'],422,653,261,381
5574,[' 염리동'],54,49,12,18
5575,[' 공덕동'],3,100,0,80
5576,[' 용강동'],1019,546,663,373
5577,[' 용강동'],1019,546,663,373
5578,[' 아현동'],60,495,22,235
5579,[' 서교동'],53,52,30,20
5580,[' 서강동'],46,223,37,135
5581,[' 서강동'],46,223,37,135
5582,[' 연남동'],128,262,90,180
5583,[' 연남동'],128,262,90,180
5584,[' 도화동'],0,132,1,56
5585,[' 서강동'],1,2,1,0
5586,[' 서강동'],0,0,0,0
5587,[' 대흥동'],9,41,4,14
5588,[' 용강동'],114,213,62,139
5589,[' 서원동'],114,213,62,139
5590,[' 아현동'],134,160,88,83
5591,[' 서교동'],498,568,268,433
5592,[' 서교동'],498,568,268,433
5593,[' 서교동'],498,568,268,433
5594,[' 서교동'],498,568,268,433
5595,[' 서강동'],41,44,14,26
5596,[' 도화동'],5,465,1,260
5597,[' 공덕동'],822,342,312,143
5598,[' 아현동'],822,342,312,143
5599,[' 합정동'],49,181,7,82
5600,[' 용강동'],376,182,235,105
5601,[' 용강동'],376,182,235,105
5602,[' 서교동'],317,398,221,245
5603,[' 서교동'],317,398,221,245
5604,[' 서교동'],317,398,221,245
5605,[' 서강동'],16,7,1,10
5606,[' 공덕동'],30,75,13,37
5607,[' 서강동'],0,10,0,5
5608,"['109동', ' 서강동']",0,10,0,5
5609,[' 용강동'],76,74,31,49
5610,[' 염리동'],45,9,22,5
5611,[' 공덕동'],6,59,4,19
5612,[' 서교동'],302,593,211,408
5613,[' 서교동'],302,593,211,408
5614,[' 염리동'],98,20,20,9
5615,[' 신수동'],80,290,47,109
5616,[' 공덕동'],53,45,12,15
5617,[' 염리동'],221,88,65,55
5618,[' 도화동'],138,121,78,74
5619,[' 도화동'],138,121,78,74
5620,[' 신도림동'],138,121,78,74
5621,[' 서교동'],479,144,253,83
5622,[' 서교동'],479,144,253,83
5623,[' 대흥동'],297,82,125,22
5624,[' 서교동'],765,488,517,376
5625,[' 서교동'],765,488,517,376
5626,[' 서교동'],765,488,517,376
5627,[' 신수동'],19,39,6,17
5628,[' 서교동'],609,252,379,157
5629,[' 서교동'],609,252,379,157
5630,[' 아현동'],58,19,18,13
5631,[' 서교동'],1759,951,1641,922
5632,[' 서교동'],1759,951,1641,922
5633,[' 합정동'],1759,951,1641,922
5634,[' 대흥동'],5,107,8,71
5635,[' 대흥동'],47,386,39,226
5636,[' 서교동'],179,122,30,121
5637,[' 성산1동'],407,436,205,314
5638,[' 성산1동'],407,436,205,314
5639,[' 도화동'],195,130,114,65
5640,[' 도화동'],195,130,114,65
5641,[' 서교동'],137,143,108,90
5642,[' 망원1동'],172,819,75,481
5643,[' 망원1동'],172,819,75,481
5644,[' 서교동'],114,105,46,60
5645,[' 연남동'],157,28,84,15
5646,[' 성산2동'],168,681,112,396
5647,[' 서교동'],36,77,6,37
5648,"['102동', ' 서강동']",23,25,7,27
5649,[' 서교동'],71,38,14,24
5650,[' 서교동'],22,102,18,85
5651,[' 서강동'],36,176,33,109
5652,[' 상암동'],10,65,0,44
5653,[' 망원2동'],20,360,39,233
5654,[' 합정동'],2,66,1,25
5655,[' 합정동'],1,64,0,20
5656,[' 망원2동'],291,755,111,533
5657,[' 망원2동'],291,755,111,533
5658,[' 서교동'],445,278,194,164
5659,"['111동', ' 서강동']",7,207,0,90
5660,[' 서교동'],178,640,145,462
5661,[' 대흥동'],923,632,505,375
5662,[' 염리동'],147,72,0,0
5663,[' 합정동'],0,0,0,0
5664,[' 망원2동'],39,251,23,166
5665,[' 망원2동'],39,251,23,166
5666,[' 서강동'],0,0,0,4
5667,[' 목4동'],777,2913,515,1659
5668,[' 목4동'],286,993,126,502
5669,[' 목4동'],286,993,126,502
5670,"['310동', ' 목5동']",207,1844,119,1404
5671,[' 목5동'],288,549,90,378
5672,[' 목5동'],138,310,61,176
5673,[' 목5동'],5216,2188,1025,1574
5674,[' 목5동'],635,1442,349,1005
5675,[' 목5동'],2213,891,613,516
5676,[' 목5동'],470,1724,154,1067
5677,[' 목5동'],470,1724,154,1067
5678,[' 목4동'],3652,6019,1937,3402
5679,[' 화곡4동'],3652,6019,1937,3402
5680,[' 화곡4동'],3652,6019,1937,3402
5681,[' 목4동'],880,2772,389,1407
5682,[' 목4동'],523,2046,288,1108
5683,[' 목4동'],600,669,164,308
5684,"['310동', ' 목5동']",611,614,257,310
5685,[' 목5동'],50,187,25,80
5686,[' 목2동'],345,88,182,56
5687,[' 신정1동'],143,178,56,89
5688,[' 목3동'],494,1842,281,986
5689,[' 목3동'],962,1872,370,908
5690,[' 목5동'],63,163,41,60
5691,[' 목2동'],108,389,52,232
5692,[' 목5동'],96,236,90,141
5693,[' 목5동'],96,236,90,141
5694,"['220동', ' 목5동']",22,109,8,49
5695,[' 목2동'],71,198,60,141
5696,"['107동', ' 목5동']",194,777,83,406
5697,"['107동', ' 목5동']",194,777,83,406
5698,[' 목5동'],28,110,10,54
5699,[' 목5동'],3002,4425,1056,3213
5700,[' 목5동'],75,392,25,183
5701,[' 목5동'],75,392,25,183
5702,[' 목5동'],2028,1110,548,446
5703,[' 목5동'],2015,1199,445,457
5704,[' 목5동'],5514,1492,1042,577
5705,[' 목5동'],1211,365,453,118
5706,[' 목5동'],29,310,12,208
5707,[' 목1동'],533,1057,209,359
5708,[' 목5동'],210,32,47,7
5709,[' 목1동'],738,474,337,229
5710,[' 목1동'],8267,3134,5129,1912
5711,[' 신정4동'],8267,3134,5129,1912
5712,[' 목1동'],393,363,195,129
5713,[' 목1동'],5067,1090,1571,357
5714,[' 목1동'],5067,1090,1571,357
5715,[' 목1동'],1732,1521,436,599
5716,[' 목1동'],1732,1521,436,599
5717,[' 목1동'],1619,596,630,192
5718,[' 목1동'],4891,1677,1713,958
5719,[' 목1동'],11077,2535,4842,1386
5720,[' 목1동'],11077,2535,4842,1386
5721,[' 목1동'],4445,2850,1461,1327
5722,[' 목1동'],4445,2850,1461,1327
5723,[' 신정6동'],433,985,184,447
5724,[' 신정6동'],433,985,184,447
5725,[' 목1동'],2749,860,1567,300
5726,[' 목1동'],2749,860,1567,300
5727,[' 신정2동'],582,227,177,186
5728,[' 신정2동'],280,1297,208,956
5729,[' 신정6동'],280,1297,208,956
5730,[' 신정6동'],81,404,42,234
5731,[' 신정2동'],9,170,1,35
5732,[' 신정2동'],9,170,1,35
