,동,22시승차총승객수,22시하차총승객수,23시승차총승객수,23시하차총승객수
8130,[' 노량진1동'],27,100,7,50
8131,[' 상도2동'],566,991,339,591
8132,[' 상도1동'],19,167,10,80
8133,"[' 상도1동', ' 청림동']",19,167,10,80
8134,[' 사당5동'],16,282,9,138
8135,[' 사당3동'],3,375,2,157
8136,[' 사당5동'],8,539,0,240
8137,[' 노량진1동'],45,7,21,2
8138,[' 상도2동'],45,55,2,18
8139,[' 대방동'],63,50,12,13
8140,[' 상도1동'],3562,183,2120,105
8141,[' 사당2동'],46,112,19,58
8142,[' 사당5동'],17,287,7,164
8143,[' 사당5동'],17,287,7,164
8144,[],53,84,16,54
8145,[],53,84,16,54
8146,[' 노량진1동'],0,0,0,3
8147,[' 대방동'],110,36,31,8
8148,[' 노량진1동'],621,1118,278,783
8149,[' 노량진1동'],621,1118,278,783
8150,[' 상도1동'],211,255,222,174
8151,[' 사당5동'],3,1438,3,698
8152,['702동'],44,312,14,168
8153,[],44,312,14,168
8154,[' 신대방2동'],99,31,50,11
8155,[' 신대방2동'],99,31,50,11
8156,[' 사당2동'],2,330,5,160
8157,[],29,494,14,211
8158,[],29,494,14,211
8159,[' 대방동'],1265,594,526,191
8160,[],55,854,19,408
8161,[],55,854,19,408
8162,[' 노량진1동'],55,854,19,408
8163,[' 대방동'],98,45,34,33
8164,"[' 노량진2동', ' 대방동']",19,121,11,76
8165,[' 노량진1동'],2330,118,356,19
8166,[' 상도1동'],2,103,0,34
8167,[' 대방동'],13,257,12,186
8168,[' 대방동'],13,257,12,186
8169,[' 상도2동'],247,462,75,90
8170,[' 상도2동'],117,501,14,93
8171,"[' 상도2동', ' 대방동']",19,355,3,100
8172,[' 대방동'],59,167,25,84
8173,[' 상도3동'],118,330,46,91
8174,[' 대방동'],27,203,5,138
8175,[' 대방동'],44,214,9,160
8176,[' 상도4동'],5,1357,2,413
8177,[' 대방동'],90,97,28,83
8178,[' 상도4동'],36,1423,5,550
8179,[' 상도4동'],36,1423,5,550
8180,[' 상도2동'],66,2161,36,1604
8181,[' 상도4동'],34,567,2,222
8182,[' 상도4동'],24,659,3,186
8183,[' 상도4동'],24,659,3,186
8184,[' 상도1동'],3854,5266,2459,3284
8185,[' 상도4동'],229,2636,66,1553
8186,[' 상도4동'],2,210,2,153
8187,[' 신대방2동'],21,27,17,11
8188,"[' 노량진2동', ' 신길1동']",0,1,0,0
8189,"[' 노량진2동', ' 여의동']",0,1,0,0
8190,"[' 신대방2동', ' 보라매동']",174,36,46,15
8191,['상도4동'],114,222,37,84
8192,"[' 신대방1동', ' 신길6동']",11,461,11,241
8193,"['101동', ' 신대방1동', ' 신길6동']",12,266,10,152
8194,[' 사당3동'],34,0,15,0
8195,[' 상도3동'],74,23,0,0
8196,[' 흑석동'],0,8,0,8
8197,[' 대방동'],98,1428,61,979
8198,[' 노량진1동'],1179,299,827,193
8199,[' 노량진1동'],753,531,183,219
8200,[' 상도4동'],10,143,2,44
8201,[' 상도4동'],10,143,2,44
8202,[' 사당1동'],140,229,40,82
8203,[' 노량진1동'],45,39,25,27
8204,[' 흑석동'],0,0,0,0
8205,[' 흑석동'],0,0,0,0
8206,[' 흑석동'],0,112,0,183
8207,[' 흑석동'],0,32,3,65
8208,[' 흑석동'],4,38,3,36
8209,[' 흑석동'],2,53,0,29
8210,[' 흑석동'],1,3,2,3
8211,[' 신대방1동'],44,258,2,115
8212,[' 신대방1동'],44,258,2,115
8213,[' 노량진1동'],0,30,0,15
8214,"['103동', ' 신대방2동']",108,328,29,184
8215,"['103동', ' 신대방2동']",108,328,29,184
8216,[' 신대방2동'],15,24,6,10
8217,[' 신대방2동'],15,24,6,10
8218,[' 노량진1동'],0,33,0,9
8219,[' 노량진1동'],0,32,0,16
8220,[' 노량진1동'],2,23,1,44
8221,[' 흑석동'],10,11,5,2
8222,[' 상도1동'],11,142,9,52
8223,[' 상도4동'],1,349,0,113
8224,[' 사당5동'],20,1,6,0
8225,[' 사당5동'],6,4,2,2
8226,[' 남현동'],99,446,46,367
8227,[' 남현동'],9878,6284,8893,3854
8228,[' 방배동'],9878,6284,8893,3854
8229,"[' 사당1동', ' 방배2동']",9878,6284,8893,3854
8230,"[' 사당1동', ' 방배2동']",9878,6284,8893,3854
8231,[' 행운동'],1888,4033,1073,2497
8232,[' 행운동'],5629,5475,3513,3033
8233,[' 낙성대동'],5629,5475,3513,3033
8234,[' 낙성대동'],5629,5475,3513,3033
8235,[' 낙성대동'],5629,5475,3513,3033
8236,[' 낙성대동'],5629,5475,3513,3033
8237,[' 낙성대동'],5629,5475,3513,3033
8238,[' 행운동'],2828,3214,1943,1926
8239,[' 중앙동'],5045,2477,3358,1633
8240,[' 중앙동'],3601,2811,1942,1677
8241,[' 청룡동'],3601,2811,1942,1677
8242,[' 은천동'],4864,3756,2167,2192
8243,[' 청룡동'],4864,3756,2167,2192
8244,[' 은천동'],1727,2133,960,1295
8245,[' 서원동'],1727,2133,960,1295
8246,[' 신림동'],28280,10946,17617,6981
8247,[' 서원동'],28280,10946,17617,6981
8248,[' 신림동'],28280,10946,17617,6981
8249,[' 신사동'],1404,3814,725,2641
8250,[' 신사동'],1853,3494,790,2120
8251,[' 미성동'],1853,3494,790,2120
8252,[' 신사동'],3235,4723,1823,2650
8253,[' 미성동'],3235,4723,1823,2650
8254,[' 조원동'],362,1795,125,955
8255,[' 조원동'],1423,1753,709,1076
8256,[' 조원동'],1423,1753,709,1076
8257,[' 미성동'],958,1220,384,597
8258,[' 낙성대동'],2674,2404,1607,1385
8259,[' 낙성대동'],588,1693,337,708
8260,[' 인헌동'],1033,2325,600,1264
8261,[' 남현동'],509,1924,194,1167
8262,[' 남현동'],975,1499,579,920
8263,[' 대학동'],2678,840,1170,564
8264,[' 대학동'],2678,840,1170,564
8265,[' 서림동'],2678,840,1170,564
8266,[' 낙성대동'],241,687,64,443
8267,[' 청룡동'],241,687,64,443
8268,[' 청룡동'],12705,7041,7330,4063
8269,[' 낙성대동'],12705,7041,7330,4063
8270,[' 청룡동'],12705,7041,7330,4063
8271,[' 중앙동'],11156,3702,7193,2133
8272,[' 중앙동'],11156,3702,7193,2133
8273,[' 행운동'],2921,5041,1427,3185
8274,[' 행운동'],2921,5041,1427,3185
8275,[' 청림동'],687,2404,341,1589
8276,[' 성현동'],809,2323,555,1508
8277,[' 청룡동'],333,1243,212,815
8278,[' 서림동'],2521,5653,1157,4312
8279,[' 대학동'],2521,5653,1157,4312
8280,[' 서림동'],2381,1673,1207,1220
8281,[' 서림동'],1185,873,637,593
8282,[' 서림동'],1744,926,920,596
8283,[' 서원동'],1769,4673,1136,3207
8284,[' 서원동'],1769,4673,1136,3207
8285,[' 서원동'],13254,3584,9205,1989
8286,[' 서원동'],13254,3584,9205,1989
8287,[' 신림동'],9592,5189,6154,3083
8288,[' 신림동'],9592,5189,6154,3083
8289,[' 보라매동'],1448,2133,755,1384
8290,[' 보라매동'],1446,4007,761,2409
8291,[' 서원동'],1260,6122,808,4173
8292,[' 삼성동'],1124,2502,794,1861
8293,[' 삼성동'],1124,2502,794,1861
8294,[' 삼성동'],1124,2502,794,1861
8295,[' 대학동'],1859,3226,902,2214
8296,[' 대학동'],1859,3226,902,2214
8297,[' 보라매동'],30,85,0,0
8298,[' 남현동'],54,867,97,679
8299,[' 남현동'],375,876,270,644
8300,[' 방배동'],375,876,270,644
8301,[' 삼성동'],2345,2150,1331,1627
8302,[' 삼성동'],184,1597,108,1213
8303,[' 삼성동'],662,1708,270,1169
8304,[' 삼성동'],662,1708,270,1169
8305,[' 삼성동'],130,250,43,151
8306,[' 삼성동'],130,250,43,151
8307,[' 삼성동'],266,545,23,299
8308,[' 삼성동'],266,545,23,299
8309,[' 삼성동'],494,2391,287,1438
8310,[' 삼성동'],494,2391,287,1438
8311,[' 난향동'],77,1468,44,973
8312,[' 난향동'],77,1468,44,973
8313,[' 대학동'],548,266,208,154
8314,[' 대학동'],2483,292,881,128
8315,"[' 청룡동', ' 봉천동']",264,2610,130,1733
8316,"[' 청룡동', ' 봉천동']",264,2610,130,1733
8317,[' 청룡동'],398,1405,221,793
8318,[' 서원동'],398,1405,221,793
8319,[' 청룡동'],489,973,269,476
8320,[' 청룡동'],489,973,269,476
8321,[' 청룡동'],525,953,340,569
8322,[' 청룡동'],525,953,340,569
8323,[' 은천동'],922,1867,347,1046
8324,[' 보라매동'],922,1867,347,1046
8325,[' 은천동'],1712,2125,851,1116
8326,[' 보라매동'],1712,2125,851,1116
8327,['은천동'],1712,2125,851,1116
8328,[' 은천동'],1712,2125,851,1116
8329,[' 은천동'],1712,2125,851,1116
8330,[' 은천동'],420,1122,169,571
8331,[' 은천동'],420,1122,169,571
8332,[' 은천동'],335,755,104,335
8333,[' 성현동'],640,449,110,170
8334,[' 성현동'],282,2072,106,1305
8335,[' 성현동'],282,2072,106,1305
8336,[' 중앙동'],527,1215,256,684
8337,[' 성현동'],527,1215,256,684
8338,[' 은천동'],494,1476,167,828
8339,[' 미성동'],2299,2626,1239,1833
8340,[' 미성동'],2299,2626,1239,1833
8341,[' 미성동'],2299,2626,1239,1833
8342,[' 미성동'],2299,2626,1239,1833
8343,[' 미성동'],884,2706,456,1834
8344,[' 미성동'],884,2706,456,1834
8345,[' 미성동'],774,2573,353,1666
8346,[' 미성동'],774,2573,353,1666
8347,[' 난곡동'],919,2803,381,1626
8348,[' 난곡동'],919,2803,381,1626
8349,[' 난곡동'],1082,4794,459,3175
8350,[' 난곡동'],1082,4794,459,3175
8351,[' 난곡동'],1082,4794,459,3175
8352,[' 난곡동'],1082,4794,459,3175
8353,[' 난곡동'],1163,5359,548,3479
8354,[' 난곡동'],1163,5359,548,3479
8355,[' 난곡동'],234,1544,152,1118
8356,[' 난곡동'],234,1544,152,1118
8357,[' 난향동'],399,1182,221,849
8358,[' 난향동'],399,1182,221,849
8359,[' 난향동'],399,1182,221,849
8360,[' 조원동'],20,33,3,11
8361,[' 조원동'],39,64,15,26
8362,[' 조원동'],39,64,15,26
8363,"[' 신대방2동', ' 신림동']",206,462,91,224
8364,[' 신림동'],2595,1648,1111,879
8365,[' 보라매동'],2595,1648,1111,879
8366,[' 보라매동'],303,211,143,64
8367,[' 신림동'],587,920,291,430
8368,[' 보라매동'],587,920,291,430
8369,[' 성현동'],55,394,26,220
8370,"['관악드림타운115동', ' 성현동']",182,3538,92,2226
8371,"['관악드림타운115동', ' 성현동']",182,3538,92,2226
8372,[' 성현동'],178,2225,109,1312
8373,[' 성현동'],178,2225,109,1312
8374,[' 성현동'],127,1338,65,808
8375,[' 성현동'],127,1338,65,808
8376,[' 성현동'],13,148,7,87
8377,"['벽산아파트501동', ' 성현동']",13,148,7,87
8378,[' 성현동'],100,2,43,1
8379,[' 성현동'],2545,3686,1172,2269
8380,[' 성현동'],2545,3686,1172,2269
8381,[' 성현동'],2545,3686,1172,2269
8382,[' 은천동'],2545,3686,1172,2269
8383,[' 성현동'],2545,3686,1172,2269
8384,[' 낙성대동'],16211,6227,11598,3018
8385,[' 청룡동'],16211,6227,11598,3018
8386,[' 중앙동'],456,428,192,297
8387,[' 은천동'],153,398,60,175
8388,"['봉천9동벽산블루밍아파트105동', ' 은천동']",81,878,22,556
8389,[' 은천동'],230,444,130,266
8390,['은천동'],6395,376,2922,148
8391,[' 은천동'],6395,376,2922,148
8392,[' 은천동'],6395,376,2922,148
8393,[' 은천동'],6395,376,2922,148
8394,[' 신림동'],2038,2347,795,1642
8395,"[' 서원동', ' 신림동']",1637,1048,649,454
8396,[' 보라매동'],589,2458,263,1553
8397,[' 조원동'],32,186,17,89
8398,"['201동', ' 난향동']",144,1798,74,1103
8399,[' 난향동'],255,2043,141,1277
8400,[' 난향동'],255,2043,141,1277
8401,[' 난향동'],314,605,102,456
8402,[' 대학동'],100,179,34,121
8403,[' 대학동'],100,179,34,121
8404,[' 대학동'],359,95,160,81
8405,[' 대학동'],359,95,160,81
8406,[' 대학동'],1523,169,805,110
8407,[' 대학동'],1523,169,805,110
8408,[' 대학동'],1294,123,841,57
8409,[' 대학동'],1294,123,841,57
8410,['대학동'],798,46,505,41
8411,[' 대학동'],798,46,505,41
8412,['대학동'],17,16,20,8
8413,[' 대학동'],1507,202,905,123
8414,[' 대학동'],1507,202,905,123
8415,[' 대학동'],357,18,182,10
8416,[' 대학동'],494,40,257,27
8417,[' 대학동'],494,40,257,27
8418,[' 대학동'],137,85,74,62
8419,[' 대학동'],1148,2341,630,1923
8420,[' 대학동'],1148,2341,630,1923
8421,[' 대학동'],65,223,65,155
8422,[' 대학동'],65,223,65,155
8423,[' 대학동'],412,62,147,39
8424,[' 대학동'],412,62,147,39
8425,[' 대학동'],29,44,5,23
8426,[' 대학동'],144,40,73,38
8427,[' 대학동'],135,6,51,4
8428,[' 신사동'],15,0,8,0
8429,[' 신사동'],26,0,11,0
8430,[' 신사동'],2830,743,1524,375
8431,[' 신림동'],2830,743,1524,375
8432,[' 서원동'],2830,743,1524,375
8433,[' 신사동'],10,412,2,237
8434,[' 서림동'],1,149,0,74
8435,[' 서림동'],44,1196,28,856
8436,[' 은천동'],44,1196,28,856
8437,[' 은천동'],44,1196,28,856
8438,[' 서림동'],1,159,1,138
8439,"[' 서림동', ' 신림동']",175,101,81,57
8440,"[' 서림동', ' 신림동']",175,101,81,57
8441,"[' 서림동', ' 신림동']",17,213,12,114
8442,[' 서림동'],17,213,12,114
8443,"[' 서림동', ' 신림동']",14,574,20,353
8444,[' 서림동'],14,574,20,353
8445,[' 서림동'],25,451,22,422
8446,[' 대학동'],602,1285,442,1003
8447,[' 대학동'],762,1386,342,1333
8448,[' 대학동'],762,1386,342,1333
8449,[' 대학동'],102,920,37,778
8450,[' 대학동'],102,920,37,778
8451,[' 대학동'],283,3311,112,2618
8452,[' 대학동'],283,3311,112,2618
8453,"[' 상도1동', ' 청림동']",258,1913,152,1185
8454,"[' 상도1동', ' 청림동']",258,1913,152,1185
8455,[' 난향동'],53,713,58,502
8456,[' 대학동'],307,2609,0,1970
8457,[' 대학동'],307,2609,0,1970
8458,[' 대학동'],3,19,0,9
8459,[' 보라매동'],14,375,4,207
8460,[' 보라매동'],14,375,4,207
8461,[' 보라매동'],11,75,4,92
8462,[' 보라매동'],11,75,4,92
8463,[' 보라매동'],13,192,5,117
8464,[' 보라매동'],13,192,5,117
8465,[' 상도3동'],40,540,61,294
8466,[' 신사동'],37,249,6,135
8467,[' 신사동'],0,43,0,19
8468,[' 조원동'],987,823,698,499
8469,[' 조원동'],987,823,698,499
8470,[' 조원동'],987,823,698,499
8471,[' 조원동'],987,823,698,499
8472,[' 조원동'],204,173,189,114
8473,[' 조원동'],88,216,62,106
8474,[' 신사동'],743,305,422,114
8475,[' 난곡동'],20,1,0,3
8476,[' 조원동'],38,233,15,128
8477,[' 보라매동'],23,367,3,197
8478,[' 보라매동'],23,367,3,197
8479,[' 조원동'],37,68,15,38
8480,[' 중앙동'],2891,1830,1688,1368
8481,[' 서원동'],1194,528,768,353
8482,[' 난향동'],373,798,218,471
8483,[' 신림동'],65,76,20,21
8484,[' 서원동'],30,510,25,271
8485,[' 서원동'],1266,2172,1030,1009
8486,[' 성현동'],3,826,3,652
8487,"[' 상도1동', ' 청림동']",4,820,1,480
8488,[' 미성동'],13,42,1,27
8489,[' 미성동'],13,42,1,27
8490,[' 난향동'],311,139,159,76
8491,"[' 사당5동', ' 청림동']",235,148,106,52
8492,[' 난곡동'],55,727,28,523
8493,[' 난곡동'],55,727,28,523
8494,[' 인헌동'],152,120,62,67
8495,[' 은천동'],131,1219,53,958
8496,[' 미성동'],41,311,6,233
8497,"['101동', ' 미성동']",41,311,6,233
8498,"[' 사당5동', ' 청림동']",91,3,32,1
8499,[' 난곡동'],67,745,28,540
8500,[' 난곡동'],67,745,28,540
8501,[' 인헌동'],119,2108,68,1376
8502,[' 인헌동'],119,2108,68,1376
8503,[' 은천동'],1008,1334,689,834
8504,[' 은천동'],1008,1334,689,834
8505,"['103동', ' 미성동']",79,449,18,280
8506,"['103동', ' 미성동']",79,449,18,280
8507,"[' 사당5동', ' 행운동']",62,355,34,235
8508,"[' 사당5동', ' 행운동']",62,355,34,235
8509,[' 난곡동'],69,1180,34,879
8510,[' 난곡동'],69,1180,34,879
8511,[' 서원동'],24,38,26,19
8512,[' 인헌동'],128,1436,52,1052
8513,[' 인헌동'],128,1436,52,1052
8514,[' 은천동'],165,160,63,94
8515,[' 성현동'],11,26,2,10
8516,"['103동', ' 미성동']",5,309,32,204
8517,"['103동', ' 미성동']",5,309,32,204
8518,[' 인헌동'],145,1285,60,852
8519,[' 인헌동'],145,1285,60,852
8520,[' 은천동'],63,879,20,696
8521,[' 은천동'],63,879,20,696
8522,[' 미성동'],78,950,39,845
8523,[' 미성동'],78,950,39,845
8524,[' 삼성동'],76,65,43,28
8525,[' 행운동'],4387,481,2561,263
8526,[' 난곡동'],66,1061,35,887
8527,[' 난곡동'],66,1061,35,887
8528,[' 서원동'],31,6,18,2
8529,[' 인헌동'],281,422,110,297
8530,[' 인헌동'],281,422,110,297
8531,[' 은천동'],86,985,27,643
8532,[' 은천동'],86,985,27,643
8533,[' 은천동'],77,109,31,81
8534,[' 미성동'],2,219,1,155
8535,[' 미성동'],2,219,1,155
8536,[' 삼성동'],111,668,35,541
8537,[' 삼성동'],111,668,35,541
8538,[' 행운동'],102,5,50,4
8539,[' 신원동'],78,500,30,421
8540,[' 신원동'],78,500,30,421
8541,[' 인헌동'],257,220,150,134
8542,[' 인헌동'],257,220,150,134
8543,[' 은천동'],7,1113,7,783
8544,[' 은천동'],7,1113,7,783
8545,[' 은천동'],7,41,2,18
8546,"[' 사당5동', ' 행운동']",15125,3619,9336,1827
8547,"[' 사당5동', ' 행운동']",15125,3619,9336,1827
8548,[' 인헌동'],15125,3619,9336,1827
8549,[' 낙성대동'],15125,3619,9336,1827
8550,[' 미성동'],273,1258,144,952
8551,[' 미성동'],273,1258,144,952
8552,[' 삼성동'],175,91,118,50
8553,[' 난곡동'],100,643,48,399
8554,[' 미성동'],100,643,48,399
8555,[' 신원동'],653,1800,445,1253
8556,[' 신원동'],653,1800,445,1253
8557,[' 은천동'],87,926,55,606
8558,[' 은천동'],87,926,55,606
8559,[' 낙성대동'],348,1731,147,1601
8560,[' 낙성대동'],348,1731,147,1601
8561,[' 성현동'],57,214,27,125
8562,[' 성현동'],57,214,27,125
8563,[' 낙성대동'],2128,473,1155,159
8564,[' 미성동'],1069,1766,629,1037
8565,[' 미성동'],1069,1766,629,1037
8566,[' 미성동'],1069,1766,629,1037
8567,[' 삼성동'],35,13,16,15
8568,[' 인헌동'],128,234,43,98
8569,[' 은천동'],1421,627,846,454
8570,[' 은천동'],1421,627,846,454
8571,[' 낙성대동'],249,2098,197,2207
8572,[' 낙성대동'],249,2098,197,2207
8573,[' 성현동'],46,582,19,381
8574,[' 성현동'],46,582,19,381
8575,[' 미성동'],168,1343,62,797
8576,[' 미성동'],168,1343,62,797
8577,[' 삼성동'],238,1048,115,736
8578,[' 삼성동'],238,1048,115,736
8579,"[' 사당5동', ' 행운동']",3,885,3,472
8580,[' 미성동'],146,337,57,264
8581,[' 미성동'],146,337,57,264
8582,[' 서원동'],934,272,572,146
8583,[' 낙성대동'],404,351,251,244
8584,[' 낙성대동'],404,351,251,244
8585,[' 낙성대동'],404,351,251,244
8586,[' 은천동'],99,22,54,10
8587,[' 낙성대동'],211,83,125,48
8588,"[' 신대방2동', ' 신림동']",17,54,5,28
8589,[' 신원동'],79,398,49,212
8590,[' 신원동'],79,398,49,212
8591,[' 삼성동'],202,522,79,316
8592,[' 삼성동'],202,522,79,316
8593,"[' 사당5동', ' 청림동']",11,3408,3,2234
8594,[' 신림동'],6,24,3,15
8595,"['가족생활동', ' 낙성대동']",177,432,95,327
8596,"['가족생활동', ' 낙성대동']",177,432,95,327
8597,[' 삼성동'],44,201,3,121
8598,[' 삼성동'],44,201,3,121
8599,[' 은천동'],158,60,100,38
8600,[' 서원동'],960,1622,349,442
8601,[' 신림동'],5217,676,3812,314
8602,[' 낙성대동'],156,301,56,184
8603,[' 낙성대동'],156,301,56,184
8604,[' 삼성동'],1285,582,917,397
8605,[' 삼성동'],1285,582,917,397
8606,[' 신림동'],413,185,358,87
8607,[' 낙성대동'],80,94,40,43
8608,[' 낙성대동'],80,94,40,43
8609,[' 보라매동'],58,64,26,52
8610,[' 보라매동'],58,64,26,52
8611,[' 낙성대동'],30,95,28,65
8612,[' 낙성대동'],30,95,28,65
8613,[' 조원동'],42,66,16,54
8614,[' 낙성대동'],47,168,10,124
8615,[' 낙성대동'],47,168,10,124
8616,[' 조원동'],16,23,11,21
8617,[' 서림동'],72,317,40,231
8618,"['107동', ' 서림동']",26,674,9,508
8619,[' 인헌동'],16,892,1,561
8620,[' 인헌동'],16,892,1,561
8621,[' 신원동'],20,810,14,536
8622,"['106동', ' 서림동']",36,749,14,605
8623,[' 인헌동'],13,750,2,540
8624,[' 인헌동'],13,750,2,540
8625,[' 난향동'],383,529,112,365
8626,[' 인헌동'],30,879,12,751
8627,[' 인헌동'],30,879,12,751
8628,[' 서림동'],19,420,3,364
8629,[' 서림동'],19,420,3,364
8630,[' 낙성대동'],4,385,5,301
8631,[' 낙성대동'],4,385,5,301
8632,[' 인헌동'],9,318,9,210
8633,[' 삼성동'],4,671,7,397
8634,[' 삼성동'],45,1342,19,861
8635,[' 은천동'],1,158,1,77
8636,[' 낙성대동'],46,1218,17,1189
8637,[' 은천동'],171,107,84,60
8638,[' 삼성동'],9,415,39,370
8639,[' 대학동'],4,119,4,39
8640,['대학동'],3,0,0,0
8641,"['대형구조실험동', ' 대학동']",1,3,1,0
8642,[' 보라매동'],3,31,5,14
8643,"[' 신대방2동', ' 보라매동']",35,47,17,30
8644,[' 성현동'],1,138,2,45
8645,[' 서원동'],1166,249,873,134
8646,[' 대학동'],1054,97,432,34
8647,[' 서원동'],13891,1186,9793,520
8648,[' 서림동'],8,30,7,17
8649,[' 양재1동'],2060,1661,1141,1173
8650,[' 양재1동'],2060,1661,1141,1173
8651,[' 양재1동'],6398,3907,5356,2495
8652,[' 양재1동'],6398,3907,5356,2495
8653,[' 서초2동'],7503,7143,4894,4279
8654,[' 도곡동'],7503,7143,4894,4279
8655,[' 서초동'],7503,7143,4894,4279
8656,[' 서초동'],7503,7143,4894,4279
8657,[' 서초동'],7503,7143,4894,4279
8658,[' 서초동'],20800,8241,10906,4847
8659,[' 역삼동'],20800,8241,10906,4847
8660,[' 서초4동'],34523,13268,23737,8146
8661,[' 역삼동'],34523,13268,23737,8146
